school_rbd,analysis_sample,outcome,n_students_regression,n_total,controlled_value_added,controlled_value_added_centered_student,controlled_value_added_se,controlled_value_added_resid_sd,controlled_value_added_se_method,eb_tau2,eb_tau,eb_reliability,eb_method,controlled_value_added_eb,controlled_value_added_eb_centered_student
437,All,z_year_math_max,884,561977,0.097764574,-0.029204881,0.036426783,0.61145723,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.978469906427165,stata_normal_normal_weighted_by_n_students_regression,-0.0285760970077653,-0.0235480324164178
438,All,z_year_math_max,171,561977,0.0072769322,-0.11969253,0.076827556,0.5773986,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.910846939916122,stata_normal_normal_weighted_by_n_students_regression,-0.109021571752325,-0.103993507160977
440,All,z_year_math_max,259,561977,-0.022442803,-0.14941226,0.077444695,0.63896537,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.909538980183367,stata_normal_normal_weighted_by_n_students_regression,-0.135896274120267,-0.13086820952892
441,All,z_year_math_max,7,561977,-0.48877838,-0.61574781,0.26944366,0.42782548,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.453739757981806,stata_normal_normal_weighted_by_n_students_regression,-0.279389262168024,-0.274361197576676
448,All,z_year_math_max,503,561977,0.00032114569,-0.12664831,0.054384518,0.55585122,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.953246655783451,stata_normal_normal_weighted_by_n_students_regression,-0.120727074974882,-0.115699010383534
449,All,z_year_math_max,261,561977,-0.020203616,-0.14717308,0.061442867,0.5260669,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.941084651618209,stata_normal_normal_weighted_by_n_students_regression,-0.138502323787967,-0.13347425919662
478,All,z_year_math_max,314,561977,0.07779783,-0.049171627,0.10654289,0.63889003,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.841582725727004,stata_normal_normal_weighted_by_n_students_regression,-0.0413819915584476,-0.0363539269671
479,All,z_year_math_max,451,561977,0.041979048,-0.084990412,0.057365619,0.60906315,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.94825308724928,stata_normal_normal_weighted_by_n_students_regression,-0.0805924205766567,-0.0755643559853091
486,All,z_year_math_max,197,561977,-0.12749858,-0.25446802,0.078284509,0.56879532,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.907748386390765,stata_normal_normal_weighted_by_n_students_regression,-0.230992937996698,-0.22596487340535
516,All,z_year_math_max,197,561977,-0.059184756,-0.18615422,0.04985404,0.48554227,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.960416241331598,stata_normal_normal_weighted_by_n_students_regression,-0.178785532956549,-0.173757468365202
517,All,z_year_math_max,517,561977,-0.029624002,-0.15659346,0.03764189,0.57889289,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.977043092437816,stata_normal_normal_weighted_by_n_students_regression,-0.152998555356518,-0.147970490765171
518,All,z_year_math_max,130,561977,0.072909646,-0.054059815,0.059091948,0.4871279,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.945264775407424,stata_normal_normal_weighted_by_n_students_regression,-0.0511008385796735,-0.0460727739883259
521,All,z_year_math_max,48,561977,0.051923394,-0.075046062,0.11175092,0.56611782,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.828438684635335,stata_normal_normal_weighted_by_n_students_regression,-0.0621710613259053,-0.0571429967345577
526,All,z_year_math_max,114,561977,0.34517464,0.21820517,0.090387143,0.77443606,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.880686042693037,stata_normal_normal_weighted_by_n_students_regression,0.192170246611318,0.197198311202666
530,All,z_year_math_max,137,561977,-0.088594221,-0.21556367,0.062099744,0.55795157,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.939894327658572,stata_normal_normal_weighted_by_n_students_regression,-0.202607070511333,-0.197579005919986
531,All,z_year_math_max,60,561977,0.028199369,-0.098770089,0.10715066,0.54887664,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.840060085648193,stata_normal_normal_weighted_by_n_students_regression,-0.0829728098442129,-0.0779447452528653
532,All,z_year_math_max,9,561977,0.44292736,0.3159579,0.2201947,0.63733935,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.554315487966225,stata_normal_normal_weighted_by_n_students_regression,0.175140359534924,0.180168424126271
535,All,z_year_math_max,78,561977,0.042303864,-0.084665596,0.090728082,0.5325982,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.879892557792493,stata_normal_normal_weighted_by_n_students_regression,-0.0744966282809774,-0.0694685636896298
565,All,z_year_math_max,222,561977,-0.038917039,-0.16588649,0.064755395,0.61271346,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.934985026951078,stata_normal_normal_weighted_by_n_students_regression,-0.155101385778299,-0.150073321186952
567,All,z_year_math_max,268,561977,0.17900135,0.052031882,0.086085357,0.59132123,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.890559442544382,stata_normal_normal_weighted_by_n_students_regression,0.0463374838942313,0.0513655484855789
568,All,z_year_math_max,156,561977,0.066780448,-0.060189009,0.10361089,0.64254105,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.848882373172104,stata_normal_normal_weighted_by_n_students_regression,-0.0510933885960414,-0.0460653240046939
570,All,z_year_math_max,159,561977,0.15729597,0.030326517,0.10614281,0.58646446,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.842583289777679,stata_normal_normal_weighted_by_n_students_regression,0.0255526166703555,0.0305806812617031
573,All,z_year_math_max,258,561977,0.085918903,-0.041050553,0.057187401,0.60453427,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.948557597994443,stata_normal_normal_weighted_by_n_students_regression,-0.0389388142692866,-0.033910749677939
574,All,z_year_math_max,359,561977,-0.1669492,-0.29391864,0.053706672,0.60770959,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.954351986564959,stata_normal_normal_weighted_by_n_students_regression,-0.280501837432749,-0.275473772841402
575,All,z_year_math_max,364,561977,0.010147623,-0.11682183,0.042985581,0.53933287,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.970269992687186,stata_normal_normal_weighted_by_n_students_regression,-0.113348719014918,-0.108320654423571
578,All,z_year_math_max,67,561977,-0.031497993,-0.15846746,0.079837419,0.58131158,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.904405483431285,stata_normal_normal_weighted_by_n_students_regression,-0.143318836809439,-0.138290772218091
579,All,z_year_math_max,419,561977,0.038372301,-0.088597156,0.053001992,0.69468099,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.95548904430024,stata_normal_normal_weighted_by_n_students_regression,-0.0846536120289004,-0.0796255474375528
580,All,z_year_math_max,411,561977,0.55584431,0.42887482,0.05366011,0.65637606,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.954427498163888,stata_normal_normal_weighted_by_n_students_regression,0.409329921915056,0.414357986506404
581,All,z_year_math_max,149,561977,0.12004618,-0.0069232802,0.092778228,0.65807265,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.875088872885897,stata_normal_normal_weighted_by_n_students_regression,-0.0060584854926801,-0.0010304209013325
582,All,z_year_math_max,197,561977,0.30279121,0.17582174,0.059147965,0.69106913,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.945166644887265,stata_normal_normal_weighted_by_n_students_regression,0.166180840728489,0.171208905319836
583,All,z_year_math_max,251,561977,0.26381412,0.13684466,0.080442742,0.65394187,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.903091414202672,stata_normal_normal_weighted_by_n_students_regression,0.123583241844902,0.128611306436249
585,All,z_year_math_max,178,561977,0.8133077,0.68633825,0.10657111,0.80180663,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.841512089735899,stata_normal_normal_weighted_by_n_students_regression,0.577561931503553,0.582589996094901
587,All,z_year_math_max,74,561977,0.85972637,0.73275691,0.10370777,0.7528978,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.848642434008657,stata_normal_normal_weighted_by_n_students_regression,0.621848609896291,0.626876674487638
589,All,z_year_math_max,98,561977,0.22128117,0.094311714,0.087698758,0.74814874,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.886887123184395,stata_normal_normal_weighted_by_n_students_regression,0.0836438448341749,0.0886719094255225
590,All,z_year_math_max,250,561977,0.55814785,0.43117839,0.055718314,0.71555316,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.951038914750721,stata_normal_normal_weighted_by_n_students_regression,0.410067429008053,0.415095493599401
591,All,z_year_math_max,183,561977,0.44604874,0.31907928,0.082634561,0.70156813,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.898283020982731,stata_normal_normal_weighted_by_n_students_regression,0.28662349945356,0.291651564044908
597,All,z_year_math_max,22,561977,0.065690428,-0.061279029,0.16462111,0.54793537,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.689943214352408,stata_normal_normal_weighted_by_n_students_regression,-0.0422790500862679,-0.0372509854949203
609,All,z_year_math_max,391,561977,-0.0058842311,-0.13285369,0.040074088,0.53252679,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.974060009191232,stata_normal_normal_weighted_by_n_students_regression,-0.129407463401839,-0.124379398810492
610,All,z_year_math_max,105,561977,0.026106799,-0.10086266,0.066972919,0.52760333,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.930769508124039,stata_normal_normal_weighted_by_n_students_regression,-0.0938798880026971,-0.0888518234113495
611,All,z_year_math_max,60,561977,0.038970787,-0.087998673,0.085903078,0.5006389,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.890971937209948,stata_normal_normal_weighted_by_n_students_regression,-0.0784043484692935,-0.0733762838779459
613,All,z_year_math_max,150,561977,0.0022729752,-0.12469648,0.078228779,0.61399347,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.907867589544596,stata_normal_normal_weighted_by_n_students_regression,-0.113207891156427,-0.108179826565079
629,All,z_year_math_max,59,561977,-0.13209769,-0.25906715,0.094541594,0.53416926,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.870914313467685,stata_normal_normal_weighted_by_n_students_regression,-0.22562528735158,-0.220597222760232
646,All,z_year_math_max,264,561977,0.0062102778,-0.12075918,0.053474087,0.58737618,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.954728641325154,stata_normal_normal_weighted_by_n_students_regression,-0.11529224946356,-0.110264184872212
647,All,z_year_math_max,86,561977,0.076386042,-0.050583415,0.086222209,0.62802535,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.890249423933867,stata_normal_normal_weighted_by_n_students_regression,-0.0450318558568535,-0.0400037912655059
648,All,z_year_math_max,282,561977,0.15834592,0.031376462,0.12113179,0.61590827,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.804299893081265,stata_normal_normal_weighted_by_n_students_regression,0.0252360853243393,0.0302641499156869
649,All,z_year_math_max,354,561977,0.15881136,0.0318419,0.063734815,0.64373666,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.936889905751937,stata_normal_normal_weighted_by_n_students_regression,0.0298323548598625,0.0348604194512101
656,All,z_year_math_max,148,561977,-0.029846767,-0.15681623,0.08665745,0.61352372,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.88926161868547,stata_normal_normal_weighted_by_n_students_regression,-0.139450653866164,-0.134422589274817
664,All,z_year_math_max,167,561977,0.12330006,-0.0036693946,0.087371387,0.69293779,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.887635313552238,stata_normal_normal_weighted_by_n_students_regression,-0.003257084297545,0.0017709802938026
665,All,z_year_math_max,202,561977,-0.11005268,-0.23702215,0.067548797,0.51566207,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.929657917656404,stata_normal_normal_weighted_by_n_students_regression,-0.220349515249551,-0.215321450658204
668,All,z_year_math_max,86,561977,0.0083892411,-0.11858021,0.101203,0.60102427,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.854816716691487,stata_normal_normal_weighted_by_n_students_regression,-0.101364349816138,-0.0963362852247903
690,All,z_year_math_max,260,561977,0.021330001,-0.10563946,0.07372804,0.60807836,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.917312562502163,stata_normal_normal_weighted_by_n_students_regression,-0.0969044016690169,-0.0918763370776694
701,All,z_year_math_max,161,561977,0.10085985,-0.026109606,0.060548708,0.52571076,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.942689369693701,stata_normal_normal_weighted_by_n_students_regression,-0.0246132480646877,-0.0195851834733401
704,All,z_year_math_max,525,561977,0.1597877,0.032818243,0.056067135,0.66401148,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.950454428024424,stata_normal_normal_weighted_by_n_students_regression,0.0311922442779722,0.0362203088693197
705,All,z_year_math_max,457,561977,-0.08713495,-0.21410441,0.04385661,0.53506225,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.969090549476066,stata_normal_normal_weighted_by_n_students_regression,-0.207486564203544,-0.202458499612196
712,All,z_year_math_max,1,561977,1.2637013,1.1367319,0.63451064,,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.130271410853395,stata_normal_normal_weighted_by_n_students_regression,0.148083663321494,0.153111727912841
763,All,z_year_math_max,287,561977,0.0022598694,-0.12470958,0.080850922,0.61599112,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.902201882671762,stata_normal_normal_weighted_by_n_students_regression,-0.112513221335214,-0.107485156743866
766,All,z_year_math_max,458,561977,0.11442927,-0.012540185,0.070859358,0.64237761,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.923136989174391,stata_normal_normal_weighted_by_n_students_regression,-0.0115763085464397,-0.0065482439550921
767,All,z_year_math_max,120,561977,0.076804318,-0.050165143,0.10332942,0.5876804,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.849578971226518,stata_normal_normal_weighted_by_n_students_regression,-0.0426192505066997,-0.0375911859153521
768,All,z_year_math_max,467,561977,0.018737882,-0.10823157,0.045264408,0.51749569,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.967140564023541,stata_normal_normal_weighted_by_n_students_regression,-0.10467514581964,-0.099647081228292
769,All,z_year_math_max,337,561977,0.38436985,0.25740039,0.10898428,0.7021448,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.835447757216431,stata_normal_normal_weighted_by_n_students_regression,0.215044581399804,0.220072645991151
770,All,z_year_math_max,143,561977,0.82741988,0.70045042,0.12517856,0.78576231,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.793747548135106,stata_normal_normal_weighted_by_n_students_regression,0.555980803710488,0.561008868301836
772,All,z_year_math_max,203,561977,-0.054232694,-0.18120216,0.055590264,0.50217855,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.951252739130059,stata_normal_normal_weighted_by_n_students_regression,-0.172369049462719,-0.167340984871372
774,All,z_year_math_max,64,561977,0.033751935,-0.093217522,0.12759368,0.60330296,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.787420312193576,stata_normal_normal_weighted_by_n_students_regression,-0.0734013702588285,-0.0683733056674809
799,All,z_year_math_max,102,561977,-0.13460039,-0.26156983,0.084160537,0.54391968,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.894890124264794,stata_normal_normal_weighted_by_n_students_regression,-0.23407625572798,-0.229048191136633
802,All,z_year_math_max,224,561977,-0.032974318,-0.15994377,0.059925243,0.52401394,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.943797546899136,stata_normal_normal_weighted_by_n_students_regression,-0.15095454188155,-0.145926477290202
845,All,z_year_math_max,295,561977,-0.046501901,-0.17347136,0.074079141,0.57454282,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.916588999093153,stata_normal_normal_weighted_by_n_students_regression,-0.159001941538427,-0.15397387694708
964,All,z_year_math_max,1,561977,-0.011305073,-0.13827454,0.64865237,,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.125357351773497,stata_normal_normal_weighted_by_n_students_regression,-0.0173337298303056,-0.0123056652389581
967,All,z_year_math_max,234,561977,-0.056280568,-0.18325002,0.071866691,0.50363582,stata_areg_centered_student_vce_unadjusted,0.0603035922599631,0.245567897453969,0.92110972282221,stata_normal_normal_weighted_by_n_students_regression,-0.168793379677821,-0.163765315086474
